POINT_IN_TIME,GROCERYCUSTOMERGUID,StatePopulation,StateAvgInvoiceAmount_28d,StateMeanLatitude,StateMeanLongitude,CustomerInventoryStability_14d28d,CustomerStateSimilarity_28d,CustomerSpend_28d,CustomerAvgInvoiceAmount_28d,Target
2022-04-01 08:43:25,352d1de1-4419-40e5-b2a5-6d6922384b05,183,18.021938633193862,48.74058169945354,2.237558590163934,0.8660254037844387,0.3676324546008288,15.98,7.99,7.79
2022-04-01 09:57:05,ed56f1f6-310d-4b7c-9f5b-554103282f15,3,15.969999999999999,48.35419866666666,-1.871965,1.0,0.8713298378194734,35.84,35.84,149.77
2022-04-01 11:29:55,4b348211-553b-4831-8463-8a1e936f67d4,183,18.001380753138076,48.74058169945354,2.237558590163934,0.842423539174232,0.4625053764289055,47.620000000000005,7.936666666666667,18.85
2022-04-01 11:38:19,09fbee0c-521e-40ee-a2ff-8ed4187dcbc4,8,17.25815789473684,48.78977575000001,5.85593875,0.8775195794446149,0.8028270502646634,268.19,26.819,134.06
2022-04-01 12:20:01,b21ae11c-83cf-4146-832e-1163413a3295,5,8.032954545454546,49.1855004,-0.5304068000000001,0.9689603006645852,0.8236136944133651,94.11000000000001,2.9409375000000004,23.609999999999996
2022-04-01 12:37:29,9e27fb57-73e7-4571-85d2-beb8ed343784,56,19.830249110320285,43.45257676785716,5.8482589464285715,0.11867816581938533,0.4051814284382397,66.16,16.54,54.56
2022-04-01 14:11:45,3019bdbf-667c-4081-acb5-26cd2d559c5e,3,18.140000000000004,-12.713308333333336,45.18981866666667,0.9353418665302862,0.9517100670527643,394.63,17.937727272727273,93.46000000000001
2022-04-01 15:22:30,6613c14f-67f2-4d56-8d65-4cb3f9bf55b9,56,19.910071684587813,43.45257676785716,5.8482589464285715,0.9999999999999999,0.6194903356793183,198.96000000000004,49.74000000000001,55.98
2022-04-01 15:52:40,24196ecb-be71-42b2-a748-89ed1960e4fc,183,17.731206657420252,48.74058169945354,2.237558590163934,0.8934715493999184,0.6266032630009365,150.65,11.588461538461539,36.52
2022-04-01 16:03:24,b0eb882f-c119-4672-92b6-59a718504a1c,183,17.760166435506243,48.74058169945354,2.237558590163934,0.0,0.6009443595708774,46.27000000000001,6.610000000000001,23.549999999999997
2022-04-01 19:39:18,f56f0029-0cf3-4c28-bbec-2a8292722a32,14,14.80354166666667,43.40429828571428,3.3301587142857145,0.954939857715071,0.5493352865289355,123.44999999999999,10.2875,27.22
2022-04-01 20:13:37,8aa419fa-a527-4f34-8aeb-eb89ad3ee346,56,20.002831541218633,43.45257676785716,5.8482589464285715,1.0000000000000002,0.5786130636622707,41.239999999999995,20.619999999999997,21.8
2022-04-02 08:11:49,1c50ba28-9434-4934-ace0-83e7817eb60d,25,20.482527472527476,44.66376772,-0.51720524,0.9145291883606759,0.4438256137158673,73.58,24.526666666666667,95.76
2022-04-02 09:45:20,a68e8e06-db2d-4232-8ff8-9d579211348f,20,20.974000000000004,47.69517750000001,1.2987011499999999,0.9163528252627268,0.6682524394852014,87.09,7.917272727272728,43.989999999999995
2022-04-02 15:04:07,942da989-294c-4bd2-afcd-8d709bc3bed4,28,29.127951807228907,50.668771071428566,2.9097149642857145,0.0,0.06968588326284404,5.98,5.98,49.48
2022-04-02 17:38:05,f17e1b9e-e31b-448d-a183-87fd0cbdfe29,183,17.67012552301256,48.74058169945354,2.237558590163934,0.8344094626730117,0.6058187584328544,87.66999999999999,21.917499999999997,121.9
2022-04-02 18:26:23,0b2de469-1034-4a6a-ac20-f040e7e40cbd,13,15.474250000000001,47.18222992307692,4.394402153846154,0.8670974960231901,0.6571150269201599,159.66000000000003,9.391764705882354,87.84
2022-04-02 18:27:39,0b2de469-1034-4a6a-ac20-f040e7e40cbd,13,15.474250000000001,47.18222992307692,4.394402153846154,0.8670974960231901,0.6571150269201599,159.66000000000003,9.391764705882354,87.84
2022-04-03 12:21:05,a500b8ea-4b46-44d4-a2f1-8be8fb705d8d,183,17.685062240663903,48.74058169945354,2.237558590163934,0.3457053588273563,0.2871473451747764,41.5,13.833333333333334,16.46
2022-04-03 16:57:01,6abe57bd-5179-47e6-93e3-10f1cabc5a7e,183,17.553578363384194,48.74058169945354,2.237558590163934,0.7872416702069595,0.774180787742232,218.70999999999998,36.45166666666666,15.24
2022-04-03 19:22:14,91a64566-e212-4e36-8f23-c1f1f324a301,19,25.316399999999994,43.70680689473684,1.569134052631579,0.91895621194947,0.5207405817264302,87.34,7.94,58.230000000000004
2022-04-03 19:25:40,a4622867-1e25-4e3d-9830-5be3ce012b99,33,16.561083333333336,45.50019824242425,5.054081242424242,0.7559289460184544,0.6979002943506867,116.5,16.642857142857142,26.67
2022-04-03 19:32:52,b6a6869d-18a5-4021-a66d-08bbe2eba850,33,16.561083333333336,45.50019824242425,5.054081242424242,0.0,0.3427327726154263,2.32,2.32,5.07
2022-04-03 19:55:50,38d069c8-794b-4c5a-aaf6-3323f1244752,56,20.484306049822063,43.45257676785716,5.8482589464285715,0.937254545156991,0.8935622131668276,166.85,7.254347826086956,122.72
2022-04-03 19:58:07,8497f78a-c60a-4da7-ab28-26514fede8e2,25,20.13138297872341,44.66376772,-0.51720524,0.7930207989565216,0.5573687619140291,203.64,33.94,92.44
2022-04-03 22:04:01,d36196d6-6761-4c20-a17c-d611171127ea,6,21.635,19.829759,-50.017299,0.7977240352174656,0.3988962179961577,11.89,3.9633333333333334,60.27
2022-04-04 07:46:23,4eb4ee84-ee13-4eec-9c26-61b6eb4ba35b,28,28.834941176470586,50.668771071428566,2.9097149642857145,0.8829654824064737,0.7537039754498536,278.9,30.988888888888887,182.73999999999998
2022-04-04 09:24:36,0b7196a2-2dab-4218-a234-e193f7bc4470,56,20.400035587188608,43.45257676785716,5.8482589464285715,0.8624248161136683,0.7594771937657779,39.91,9.9775,45.78
2022-04-04 10:31:51,b6d4377e-9f04-4c04-bc56-b970e54279ca,18,14.513157894736844,47.40169961111111,-1.0750383888888893,0.0,0.0,0.0,,34.66
2022-04-04 13:26:49,a68e8e06-db2d-4232-8ff8-9d579211348f,20,21.547894736842107,47.69517750000001,1.2987011499999999,0.9199652312714857,0.6642529694087933,88.47999999999999,8.043636363636363,41.61
2022-04-04 14:11:51,59d264dd-494b-4c79-9794-d6fa103b0f7e,9,16.509714285714285,48.90691266666667,4.453320444444444,0.4588314677411235,0.7050064925621813,73.21,12.201666666666666,40.72
2022-04-04 17:27:42,871298ba-1659-47ba-a2de-d5e154ef4c5d,18,14.078684210526319,47.40169961111111,-1.0750383888888893,0.0,0.0,0.0,,36.36
2022-04-04 18:18:11,d7d317bf-f973-49dd-9e88-203d9fb9a3e8,20,20.925733333333337,47.69517750000001,1.2987011499999999,0.8493312877573959,0.6482157326019283,211.24,23.471111111111114,100.22
2022-04-04 19:33:00,b8109419-c2a0-4a2b-be49-8cc2fff792d5,25,20.429270833333334,44.66376772,-0.51720524,0.7908745952947444,0.6752886120816878,36.41,7.281999999999999,63.84
2022-04-05 07:45:27,c1e68071-765e-4616-bdce-630250c50a9f,183,17.377216066482,48.74058169945354,2.237558590163934,1.0,0.4963826294130407,76.72999999999999,25.576666666666664,65.03999999999999
2022-04-05 07:46:46,729ed92f-a08a-461c-b86a-ef215ef5ca2e,56,20.292939068100356,43.45257676785716,5.8482589464285715,0.9999999999999998,0.22606598630657715,28.67,14.335,16.240000000000002
2022-04-05 08:08:18,abdef773-ab72-43b6-8e77-050804c1c5fc,183,17.36951523545707,48.74058169945354,2.237558590163934,0.9298938492316242,0.810549709357061,157.29,26.215,175.27000000000004
2022-04-05 10:07:40,19b7868f-8b8c-455b-ab7d-cd06099b891b,56,20.172340425531914,43.45257676785716,5.8482589464285715,0.4557327151876499,0.6441440286463141,84.92,12.131428571428572,61.650000000000006
2022-04-05 10:28:49,dfdd117d-e9fc-46c5-96ce-642bfad7f2b9,183,17.441091160221,48.74058169945354,2.237558590163934,0.9604454778977486,0.48478591215356703,104.35,17.391666666666666,75.63000000000001
2022-04-05 11:15:38,9b1b8037-8506-4a54-981a-3b7e694a489f,13,21.80566666666667,48.21144623076923,7.5866732307692315,0.8497137170144408,0.7673030554211223,182.17,20.24111111111111,137.22
2022-04-05 12:31:34,94127b9f-1366-4bbe-afea-7cd77225da52,8,18.133333333333336,48.78977575000001,5.85593875,0.9941553268058829,0.8060145682320513,145.12,20.731428571428573,53.89999999999999
2022-04-05 16:05:51,257d9e61-5f0f-457c-9434-0e7376fce954,2,15.474545454545456,46.3073715,3.3613885000000003,0.954523000939413,0.9665011311894963,110.35,13.79375,70.96
2022-04-05 16:43:35,dbd420b6-03a0-4ca1-83c7-7390ab973493,3,20.674285714285713,48.35419866666666,-1.871965,1.0,0.2300894966542111,5.38,2.69,22.76
2022-04-05 16:57:30,192d8c92-00c3-4c56-b032-1c52faabb369,183,17.36157894736842,48.74058169945354,2.237558590163934,1.0,0.048428208595784984,2.0,2.0,3.29
2022-04-05 18:52:48,3eb57343-4b91-4e06-bed5-c763514c4e64,183,17.245541838134432,48.74058169945354,2.237558590163934,0.7468160448149386,0.6070083222862399,115.16,19.19333333333333,5.79
2022-04-05 19:06:45,c6ef9073-3351-4f54-869a-4c926a479520,56,20.061205673758856,43.45257676785716,5.8482589464285715,0.9200511728980554,0.727346541349569,213.19,13.324375,43.22
2022-04-05 20:26:37,dba29407-bc25-44ab-853c-3f7c1b78f296,183,17.21366984993179,48.74058169945354,2.237558590163934,0.9749789778183839,0.6358403951538982,98.73,32.910000000000004,114.55
2022-04-05 20:50:42,5f18f733-ef27-423b-8fb7-6172948c9255,56,19.61717314487632,43.45257676785716,5.8482589464285715,0.7085836580657906,0.5351683005105929,47.339999999999996,4.734,89.76
2022-04-05 21:40:50,ca874bc5-6ee9-437e-b18e-7b52da691d6c,183,17.30604904632153,48.74058169945354,2.237558590163934,0.8956685895029601,0.1204976537102518,40.34,6.723333333333334,13.09
2022-04-05 21:51:27,be10bc87-b09e-49ec-a66a-d6a801a29abf,183,17.30604904632153,48.74058169945354,2.237558590163934,0.8725028717782316,0.7145576640109328,102.99000000000001,17.165000000000003,61.19
2022-04-05 23:20:55,b5a96648-044f-4927-9877-a7d5a1956811,6,23.732424242424244,19.829759,-50.017299,0.726903035989031,0.8011011244541326,463.39,77.23166666666667,167.13
2022-04-06 11:09:24,7bce4665-c8f7-4bc3-94f1-df88fb236ee8,56,19.660424028268544,43.45257676785716,5.8482589464285715,0.8468720191189958,0.811244253376842,409.87000000000006,31.528461538461542,275.99
2022-04-06 11:32:18,4b348211-553b-4831-8463-8a1e936f67d4,183,17.47626358695652,48.74058169945354,2.237558590163934,0.5366563145999494,0.47334762347329845,42.5,7.083333333333333,34.91
2022-04-06 12:31:32,3f575b5f-1b7e-4e36-b923-2b8cfd77cef3,20,20.943733333333334,47.69517750000001,1.2987011499999999,0.8962294284098526,0.6741842071732161,139.09,19.87,118.08
2022-04-06 13:58:54,6882f1d9-8ec8-4d3f-b6d5-e66d7c259d7c,56,19.719260563380274,43.45257676785716,5.8482589464285715,0.766619949470751,0.6907751807598117,69.57,23.189999999999998,33.86
2022-04-06 14:22:45,967e4beb-c889-4ff9-9140-66655248bbde,20,20.97,47.69517750000001,1.2987011499999999,0.8607285626355067,0.7150521656237115,179.39,14.949166666666665,69.43
2022-04-06 14:47:13,7aafa7b6-67fd-49ec-a799-4b8751fc7867,25,21.220891089108914,44.66376772,-0.51720524,0.8827322085542151,0.774025931028871,169.91,21.23875,52.519999999999996
2022-04-06 16:38:07,b8109419-c2a0-4a2b-be49-8cc2fff792d5,25,21.201372549019606,44.66376772,-0.51720524,0.8770580193070293,0.6771182293907089,60.81,8.687142857142858,39.44
2022-04-06 17:12:55,c584b9b6-31c4-4c6a-b1ce-d7a2e87fc401,183,17.436811989100814,48.74058169945354,2.237558590163934,0.9065151905615456,0.6176692043092487,170.39,85.195,119.1
2022-04-06 18:33:01,e65acd7a-c924-40ff-af04-e2703282a50b,183,17.542179836512258,48.74058169945354,2.237558590163934,0.9130747049796824,0.8746341362558075,431.30999999999995,11.980833333333331,179.21
2022-04-06 18:37:12,5b185248-658c-4dbe-bbb7-70d215fb6a05,14,16.440408163265303,43.40429828571428,3.3301587142857145,0.9135345940605941,0.8128428490702543,153.16,51.053333333333335,46.84
2022-04-06 18:57:24,3019bdbf-667c-4081-acb5-26cd2d559c5e,3,16.35589743589744,-12.713308333333336,45.18981866666667,0.8991088366453428,0.9403923159085056,394.43999999999994,15.777599999999998,70.94
